smiles,pathways,superclasses,classes,class_results,superclass_results,pathway_results,isglycoside
CCCCCC(Cl)C(Cl)CC(Cl)C(Cl)CCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Dicarboxylic acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CC(CCC1(C)C(C)CC=C2C1CCC(O)C2(C)C)CC(=O)O,['Terpenoids'],['Diterpenoids'],['Norlabdane diterpenoids'],['Halimane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
CC(=O)C1C2CC(C)(CO)CC2C2CCC21O,['Terpenoids'],['Sesquiterpenoids'],['Protoilludane sesquiterpenoids'],['Caryophyllane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
CCCC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCC(=O)NC1C(=O)NC(Cc2ccc(O)cc2)C(=O)NC2CCC(O)N(C2=O)C(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C(C)CC)C(=O)OC1C)C(=O)O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Straight chain fatty acids'],"['Hydroxy fatty acids', 'Unsaturated fatty acids']",['Fatty Acids and Conjugates'],['Fatty acids'],False
COCC1OC(OC2OCC3OC4(OC3C2OC(=O)C(C)C)OC(C)C(O)(C(C)O)C2OCOC24)C(OC)C(O)C1OC1OC(C)C(OC)C(OC2CC3(C)OC4(CC(O)C(OC5CC(O)C(OC(=O)c6c(C)c(Cl)c(O)c(Cl)c6O)C(C)O5)C(C)O4)OC3C(C)O2)C1O,['Carbohydrates'],['Saccharides'],['Avilamycin and derivatives'],['Orthosomycins'],['Saccharides'],['Carbohydrates'],True
CCCC(=O)NC(CCC(N)=O)C(=O)NC1C(=O)NC(CCc2ccc(O)cc2)C(=O)NC2CCC(O)N(C2=O)C(Cc2ccccc2)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C(C)C)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
C=C(CCC(C)C1CCC2C3=CC(=O)C4(O)CC(O)CCC4(C)C3CCC21C)C(C)C,['Terpenoids'],['Steroids'],['Cholestane steroids'],['Ergostane steroids'],['Steroids'],['Terpenoids'],False
CC(=O)OC(C(C)=O)C1OC(=O)C2(C)CCCC(C)(C(=O)CCc3ccoc3)C12,['Terpenoids'],['Diterpenoids'],['Norlabdane diterpenoids'],['Secolabdane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
Cc1oc2nc1C(=O)NC(C(C)C)c1nc(cs1)C(=O)NC(C)c1nc(cs1)C(=O)NC2C,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O)C(C)C,['Amino acids and Peptides'],['Oligopeptides'],['Lipopeptides'],['Linear peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
O=C(O)CCCCCCC/C=C\CCCCCCF,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CC1=CC2OC(=O)C(C)=C3CCC(C)(CC1)C32,['Terpenoids'],['Sesquiterpenoids'],['Daucane sesquiterpenoids'],['Germacrane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
CCC(C)C1NC(=O)c2nc(oc2C)C(C)NC(=O)c2csc(n2)C(CC2C(=O)NC(=O)N2C)NC(=O)c2csc1n2,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
C/C=C1/CC2=C(C(=O)OC2=O)[C@@H](CCC)[C@H](O)C(=O)C[C@@H]1O,['Polyketides'],['Cyclic polyketides'],['Maleidrides'],['Nonadrides'],['Cyclic polyketides'],['Polyketides'],False
CCCCCC(=O)NC(CCC(N)=O)C(=O)NC1C(=O)NC(CC2C=CC(O)CC2)C(=O)NC2CCC(O)N(C2=O)C(Cc2ccccc2)C(=O)N(C)C(Cc2ccc(O)cc2)C(=O)NC(C(C)C)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides', 'Lipopeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
COC1CC2C(CC#N)(C=C1C)CCC1C(C)(C(=O)O)CCCC21C,['Terpenoids'],['Diterpenoids'],['Norlabdane diterpenoids'],['Podocarpane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
COc1cc(C(=O)O)c2c(c1C)OC(=O)c1c(C)cc(O)c(C=O)c1O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CN=c1c2c(c3[nH]c4ccccc4c4cnc1c34)NCCC2=O,['Alkaloids'],['Tryptophan alkaloids'],['Pyrroloquinoline alkaloids'],['Carboline alkaloids'],['Tryptophan alkaloids'],['Alkaloids'],False
Cc1cc(O)c(C=O)c2c1C(=O)Oc1cc3c(c(C)c1O2)C(=O)CC(C)(C)O3,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CCCC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCC(=O)NC1C(=O)NC(Cc2ccc(O)cc2)C(=O)NC2CCC(O)N(C2=O)C(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C(C)CC)C(=O)OC1C)C(=O)OC,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
COc1c(O)ccc2c1Oc1c(CC=C(C)C)c(O)c(CC=C(C)C)c(O)c1C(=O)O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
COCC1=C(NNC(=O)c2ccncc2)C2(C)C(=CC1=O)Oc1c(C(C)=O)c(O)c(C)c(O)c12,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Usnic acid and derivatives'],['Aromatic polyketides'],"['Alkaloids', 'Polyketides']",False
C=C1CCCC(C)(C)C1CCC12OC1CC(C1=CC(OC(C)=O)OC1OC(C)=O)OC2=O,['Terpenoids'],['Diterpenoids'],['Cyclophytane diterpenoids'],['Briarane diterpenoids'],['Diterpenoids'],['Terpenoids'],True
COc1c(Cl)c(C)c2c(c1Cl)OC(=O)c1c(C)c(Cl)c(O)c(Cl)c1O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CCCCCc1cc(O)cc2c1Oc1cc(O)cc(C(=O)CCCC)c1C(=O)O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
COC1=C(C(C)C)C(=O)C2=C(C1=O)C1(C)CCCC(C)(C)C1C2,['Terpenoids'],['Diterpenoids'],['Abeoabietane diterpenoids'],['Abietane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
CC(C)C1NC(=O)c2csc(n2)C(C(C)C)NC(=O)C2N=C(OC2C)C(C(C)C)NC(=O)c2csc(n2)C(Cc2ccccc2)NC(=O)C2COC1=N2,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
COC(=O)c1c(O)cc(O)c(Cc2c(O)c(C(=O)O)c(C)c3c2Oc2c(C=O)c(O)cc(C)c2C(=O)O3)c1C,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],"['Depsides', 'Depsidones']",['Aromatic polyketides'],['Polyketides'],False
Cc1cc(O)cc(OC(=O)c2c(C)cc(O)c(C)c2O)c1,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
O=C(O)CCCC#CC#C/C=C/CCCCC#C/C=C/Br,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
C=C(C)C1CCC2(C)C1CCC1(C)C2CCC2C3(C)CCC(OC(=O)CCCCCCCCCCCCCCCCCCC)C(=C)C3C(O)CC21C,['Terpenoids'],['Triterpenoids'],['Hopane and Moretane triterpenoids'],['Lupane triterpenoids'],['Triterpenoids'],['Terpenoids'],False
CC(/C=C/C=C(C)/C=C/C(=O)C1(C)CC(=O)CC1(C)C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C(=O)C1(C)CC(=O)CC1(C)C,['Terpenoids'],['Carotenoids (C40)'],"['Carotenoids (C40, κ-κ)']","['Carotenoids (C40, β-κ)']",['Carotenoids (C40)'],['Terpenoids'],False
CC(C)[C@@H]1CC[C@H](C)[C@@H]2[C@@H](O)C[C@H](C)[C@@H]2[C@@H]1O,['Terpenoids'],['Sesquiterpenoids'],['Guaiane sesquiterpenoids'],['Cadinane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
O=C(O)/C=C(Cl)\C=C(\Cl)C(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCCC(=O)NC(C)C(=O)NC(C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC2CCC(O)N(C2=O)C(C(C)O)C(=O)N(C)C(Cc2ccc(O)c(Cl)c2)C(=O)NC(C(C)C)C(=O)OC1C)C(C)OC(=O)C(C)NC(=O)CCC,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCC(C)C1C(=O)N(C)C(Cc2ccc(OC)c(Cl)c2)C(=O)NC(C(C)C)C(=O)OC(C)C(NC(=O)C(O)CO)C(=O)NC(CCCN=C(N)N)C(=O)NC2CCC(O)N1C2=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
C=C1COC2(OC3CC4C5CC=C6CC(O)CC(OC7OCC(O)C(O)C7OC7OC(C)C(OC(C)=O)C(OC(C)=O)C7OC(C)=O)C6(C)C5CCC4(C)C3C2C)C(O)C1OC1OC(C)C2(OC(=O)C(C(C)(O)CC)O2)C(O)C1O,['Terpenoids'],['Steroids'],['Spirostane steroids'],['Furostane steroids'],['Steroids'],['Terpenoids'],True
COc1cc(C)c(C(=O)Oc2c(C)c(C(=O)O)c(O)c(C=O)c2O)c(O)c1C=O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)O)N2C(=O)C(CCC2O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(O)Cc2ccc(O)cc2)C(C)O)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCCC1NC(=O)c2csc(n2)C(C)NC(=O)C(C(C)C)N(C)C(=O)C(Cc2ccccc2)N(C)C(=O)C(C)OC(=O)C1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],['Amino acids and Peptides'],False
CC(=O)CC(O)C(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Hydroxy fatty acids'],['Oxo fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
Cc1cc(OC(=O)c2c(C)cc(O)c(O)c2O)cc(O)c1C(=O)O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
CC(C)=CCCC(C)=CCc1c(O)c(C(=O)C(C)C)c2oc(=O)cc3c2c1OC(C)C3,['Shikimates and Phenylpropanoids'],['Coumarins'],['Pyranocoumarins'],['Simple coumarins'],['Coumarins'],['Shikimates and Phenylpropanoids'],False
CCCCCCCCC(Cl)C(Cl)CCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Branched fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
Cc1cc(OC(=O)c2c(C)cc(O)cc2O)cc(O)c1C(=O)O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
CC1(C)CC2C(C(=O)C3=C(CC(O)OC3)C2(C)O)C1O,['Terpenoids'],['Sesquiterpenoids'],['Illudalane sesquiterpenoids'],['Illudane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],True
CCCCCCC[C@H](C)C[C@@H](C)CC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Straight chain fatty acids'],['Branched fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCCCCCCCC(Cl)C(Cl)CCCCCCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Branched fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
C=C1CC2CC1CC2(C)C,['Terpenoids'],['Monoterpenoids'],['Fenchane monoterpenoids'],['Pinane monoterpenoids'],['Monoterpenoids'],['Terpenoids'],False
CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(C(C)CC)N2C(=O)C(CCC2O)NC(=O)C(CC(C)C)NC(=O)C2C(OC1=O)C(C)CN2C(=O)C(CCC(N)=O)NC(C)=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
C[C@H](O)/C=C/C#CC#CC#CCCCCCCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Hydroxy fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
COc1ccc2c(c1O)-c1ccccc1CC[NH+](C)C2,['Alkaloids'],['Tyrosine alkaloids'],['Amarylidaceae alkaloids'],"['Aporphine alkaloids', 'Isoquinoline alkaloids']",['Tyrosine alkaloids'],['Alkaloids'],False
COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=NO)c2O)c(C)c1O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
CCC(C)C1NC(=O)C(Cc2ccc(O)c(Cl)c2)N(C)C(=O)C(Cc2ccccc2)N2C(=O)C(CCC2O)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(CCC(N)=O)NC(C)=O)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCOC(=O)CCCNC(C)=C1C(=O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3C2(C)C1=O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Usnic acid and derivatives'],['Aromatic polyketides'],['Polyketides'],False
CC1CC(O)C2(O)OC3CC4(C=O)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)CCC54O)CC3OC2O1,['Terpenoids'],['Steroids'],['Androstane steroids'],['Cardenolides'],['Steroids'],['Terpenoids'],False
CCCCCC(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CCCCN)C(=O)NC2CCC(O)N(C2=O)C(CC(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C(C)C)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides', 'Lipopeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCC(C)C1C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C(C)C)C(=O)OC(C)C(NC(=O)C(CC(N)=O)NC(=O)C(O)Cc2ccc(O)cc2)C(=O)NC(CC(C)C)C(=O)NC2CCC(O)N1C2=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCCCCC(=O)Cc1cc(OC)cc2c1C(=O)Oc1cc(O)c3c(=O)oc(CCCCC)cc3c1O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],"['Depsidones', 'Isocoumarins']","['Coumarins', 'Aromatic polyketides']","['Polyketides', 'Shikimates and Phenylpropanoids']",False
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3C2(C)C1=O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Usnic acid and derivatives'],['Aromatic polyketides'],['Polyketides'],False
CCOC12CC(=O)C(C(C)=N)=C(O)C1(C)c1c(O)c(C(C)=O)c(O)c(C)c1O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Usnic acid and derivatives'],['Aromatic polyketides'],['Polyketides'],False
CCC(C)C1NC(=O)C(Cc2ccc(O)c(Cl)c2)N(C)C(=O)C(C(C)CC)N2C(=O)C(CCC2O)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(O)CO)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCC[C@@H]1CC2=C(C[C@H](CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O,['Polyketides'],['Cyclic polyketides'],['Maleidrides'],['Nonadrides'],['Cyclic polyketides'],['Polyketides'],False
CC(=O)C1=C(O)C2(C)c3c(O)c(C)c(O)c(C(C)=O)c3OC2CC1=O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Usnic acid and derivatives'],['Aromatic polyketides'],['Polyketides'],False
CCCCCCCCCCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Straight chain fatty acids'],"['Branched fatty acids', 'Unsaturated fatty acids']",['Fatty Acids and Conjugates'],['Fatty acids'],False
CCC(C)CCC(ONC1(C)CC(OC2CC(OC3C(O)CC4(OC3C)OC3C(C)OC(OC5C(O)C(OC6C(COC)OC(OC7OCC8OC9(OCC(OC(=O)c%10c(C)cc(O)cc%10O)C%10OCOC%109)OC8C7O)C(OC)C6O)OC(C)C5OC)C(O)C3(C)O4)OC(C)C2OC(=O)c2c(C)c(Cl)c(O)c(Cl)c2OC)OC(C)C1OC)c1cc(C)ccc1C=CCC(=O)O,['Carbohydrates'],['Saccharides'],['Avilamycin and derivatives'],['Orthosomycins'],['Saccharides'],['Carbohydrates'],True
CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)CC)N2C(=O)C(CCC2OC)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(COS(=O)(=O)O)OS(=O)(=O)O)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCC(C)C1NC(=O)c2nc(oc2C)C(C)NC(=O)c2csc(n2)C2CC3(OC)C(NC(=O)N3C)N2C(=O)c2csc1n2,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
CCCCCC(=O)NCC(=O)NC1C(=O)NC(CCC(N)=O)C(=O)NC2CCC(O)N(C2=O)C(Cc2ccccc2)C(=O)N(C)C(Cc2ccc(O)cc2)C(=O)NC(C(C)C)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides', 'Lipopeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
COc1c(O)cc2c(c1CC=C(C)C)OC(=O)c1c(O)cc(O)cc1O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Straight chain fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CC(Br)CCCCCCCCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Branched fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
Cc1cc(O)c(CO)c2c1C(=O)Oc1c(C)c3c(c(O)c1O2)C(=O)OC3,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CCCCCC(Cl)C(Cl)CC(Cl)C(Cl)CCCCCCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Branched fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
C=CC(C)(C)c1c(OC)cc(O)c2c1Oc1c(ccc(O)c1O)OC2=O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CCCCCC(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CCCN=C(N)N)C(=O)NC2CCC(O)N(C2=O)C(C(C)CC)C(=O)N(C)C(Cc2c[nH]c3ccccc23)C(=O)NC(C(C)C)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides', 'Lipopeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CC1=C2CC(O)C3(O)C(=O)OCC3(C)C2CC1=O,['Terpenoids'],['Sesquiterpenoids'],['Prezizaane sesquiterpenoids'],['Eudesmane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
CCC(C)C1NC(=O)C(Cc2ccc(O)c(Cl)c2)N(C)C(=O)C(C(C)CC)N2C(=O)C(CCC2O)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(O)COS(=O)(=O)O)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
O=C(O)C(Cl)Br,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Dicarboxylic acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
COC1=C2C(C)(C)C(=O)CCC2(C)c2c(c(O)c3cc(C)oc3c2O)C1=O,['Terpenoids'],['Diterpenoids'],['Abeoabietane diterpenoids'],['Furanoabietane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
CCCCCC(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CCCN=C(N)N)C(=O)NC2CCC(O)N(C2=O)C(C(C)CC)C(=O)N(C)C(Cc2ccc(O)cc2)C(=O)NC(C(C)CC)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides', 'Lipopeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CC1(C)CCCC2(C)C1CCC1(C)c3occc3C(=O)CC12,['Terpenoids'],['Diterpenoids'],['Podocarpane diterpenoids'],['Cassane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
C=C1C(OC(C)=O)CCC2(C)CCC(C(O)(CO)CO)CC12O,['Terpenoids'],['Sesquiterpenoids'],['Eudesmane sesquiterpenoids'],['Bisabolane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
CC=C1NC(=O)C(NC(=O)C(NC(=O)C(COS(=O)(=O)[O-])OC)C(C)C)C(C)OC(=O)C(C(C)C)NC(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccccc2)N2C(=O)C(CCC2O)NC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
C/C=C/CCCCC[C@H]1C=C2C3(O)OC(=O)[C@]2(CC(=O)O)CC2=C(C(=O)OC2=O)[C@H]3[C@@H]1C[C@H](O)C(=O)CC/C=C/C,['Polyketides'],['Cyclic polyketides'],['Maleidrides'],['Nonadrides'],['Cyclic polyketides'],['Polyketides'],True
CCCC(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(Cc2ccc(O)cc2)C(=O)NC2CCC(O)N(C2=O)C(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C(C)CC)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CC=C(C)c1c(Br)c(OCC=C(C)C)c(C)c2c1Oc1c(C=O)c(OC)c(Br)c(C(C)=CC)c1C(=O)O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CC1(C)CCC2(C)C(CCC3(C)C2CCC2C4(C)CCC(=O)C(C)(C)C4CCC23C)C1=O,['Terpenoids'],['Triterpenoids'],['Stictane triterpenoids'],['Gammacerane triterpenoids'],['Triterpenoids'],['Terpenoids'],False
CCCCCCCCCC/C=C\CC/C(Br)=C\CCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCCCCCC[C@@H](CC1=C(/C=C/CCC/C=C\CO)C(=O)OC1=O)C1=C(C)C(=O)OC1=O,['Polyketides'],['Cyclic polyketides'],['Maleidrides'],['Nonadrides'],['Cyclic polyketides'],['Polyketides'],False
CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1C(C)=CC(O)CC1(C)C,['Terpenoids'],['Carotenoids (C40)'],"['Carotenoids (C40, β-Ψ)']","['Carotenoids (C40, ε-Ψ)']",['Carotenoids (C40)'],['Terpenoids'],False
